q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
42187.04938,1.718607524,24547.22721,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00027,0.0004,0.675,,0.34019985,0.108867834,0.013963808,,,,,,,,,,,
45799.42119,1.748201851,26198.01665,,26.7,1200.2,34,1166.2,1431.8,0.00019,176220,0.0078091,0.699,4.06,0.172167488,401,0.080405,4987.252037,0.00027,0.0004,0.675,,0.369330314,0.108867834,0.014204264,,,,,,,,,,,
1955.69085,1.355719549,1442.54824,R-11-4.4-0.2mm,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.004180602,0.029696603,0.006211392,,,,,,,,,,,
4694.67217,2.151261546,2182.28796,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.010035613,0.029696603,0.009856263,,,,,,,,,,,
8076.68666,3.17567366,2543.29869,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.01726521,0.029696603,0.014549731,,,,,,,,,,,
11269.64767,3.489108488,3229.95049,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.024090675,0.029696603,0.01598577,,,,,,,,,,,
15340.59463,4.257521223,3603.17514,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.032792975,0.029696603,0.019506345,,,,,,,,,,,
18681.87355,4.547237578,4108.40059,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.039935493,0.029696603,0.020833715,,,,,,,,,,,
21922.03106,5.004869092,4380.14075,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.046861848,0.029696603,0.022930409,,,,,,,,,,,
26067.38899,5.3348223,4886.27128,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.055723214,0.029696603,0.02444213,,,,,,,,,,,
28400.24887,5.686521285,4994.30978,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.060710075,0.029696603,0.026053481,,,,,,,,,,,
32540.2598,5.9697196,5450.8858,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.06956001,0.029696603,0.027350988,,,,,,,,,,,
36340.49832,6.381576674,5694.59558,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.077683628,0.029696603,0.029237961,,,,,,,,,,,
38183.99606,6.560252996,5820.50663,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.081624399,0.029696603,0.030056588,,,,,,,,,,,
41126.06181,6.343738159,6482.9381,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.087913536,0.029696603,0.029064599,,,,,,,,,,,
46541.82079,7.023823547,6626.2799,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.0002,0.000374,0.534759358,,0.099490587,0.029696603,0.032180492,,,,,,,,,,,
3855.02356,1.093552318,3525.23011,0.23mm,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.009476839,0.039273757,0.005010241,,,,,,,,,,,
7498.8987,1.375721117,5450.8858,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.01843461,0.039273757,0.006303032,,,,,,,,,,,
10725.55664,1.618639237,6626.2799,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.026366732,0.039273757,0.00741599,,,,,,,,,,,
15151.98632,1.878099848,8067.72139,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.037248264,0.039273757,0.00860474,,,,,,,,,,,
18452.18515,2.095585116,8805.26637,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.045361172,0.039273757,0.009601175,,,,,,,,,,,
22471.18824,2.241684819,10024.24072,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.055241123,0.039273757,0.010270548,,,,,,,,,,,
24808.87292,2.368971,10472.42576,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.060987874,0.039273757,0.010853725,,,,,,,,,,,
28753.7684,2.515682758,11429.807,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.070685646,0.039273757,0.011525903,,,,,,,,,,,
34190.97727,2.74082313,12474.7113,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.084051985,0.039273757,0.012557411,,,,,,,,,,,
38183.99606,2.929915326,13032.45719,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00023,0.000384,0.598958333,,0.093868059,0.039273757,0.013423759,,,,,,,,,,,
44294.81288,3.187948381,13894.45737,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.127827785,0.054122059,0.014605969,,,,,,,,,,,
3202.12048,1.286880444,2488.28125,0.27mm,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.00924081,0.054122059,0.005895997,,,,,,,,,,,
6311.96384,1.676807957,3764.27355,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.018215324,0.054122059,0.007682497,,,,,,,,,,,
8916.90687,1.865239299,4780.56991,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.025732775,0.054122059,0.008545818,,,,,,,,,,,
12278.20703,2.203788775,5571.40828,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.035432953,0.054122059,0.010096923,,,,,,,,,,,
16104.56258,2.484145665,6482.9381,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.046475206,0.054122059,0.011381412,,,,,,,,,,,
19873.92063,2.934376747,6772.79107,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.057352974,0.054122059,0.0134442,,,,,,,,,,,
23320.82509,3.224649589,7232.04939,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.067300192,0.054122059,0.01477412,,,,,,,,,,,
28051.07577,3.401736952,8246.10373,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.080950943,0.054122059,0.015585467,,,,,,,,,,,
31354.73556,3.802369772,8246.10373,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.09048478,0.054122059,0.017421014,,,,,,,,,,,
34616.57841,4.01827395,8614.78805,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.099897939,0.054122059,0.018410205,,,,,,,,,,,
38183.99606,4.242686834,8999.95629,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.110192939,0.054122059,0.01943838,,,,,,,,,,,
42681.04043,4.351925102,9807.39315,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.123170694,0.054122059,0.019938868,,,,,,,,,,,
47665.57758,4.75503122,10024.24072,,4.4,1524,2.94,1521.06,862.49,0.000497,188250,0.020488,0.04838,4.4,0.010995455,401,0.0927,4325.782093,0.00027,0.0004,0.675,,0.137555275,0.054122059,0.021785747,,,,,,,,,,,
1547.40536,1.12064886,1380.81197,R-11-26.70.2mm,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.004391188,0.03333068,0.005486361,,,,,,,,,,,
4097.38149,2.049207576,1999.49558,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.011627447,0.03333068,0.010032306,,,,,,,,,,,
7406.70184,2.849243672,2599.53261,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.021018554,0.03333068,0.013949043,,,,,,,,,,,
10207.73395,3.301636682,3091.71933,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.028967253,0.03333068,0.016163824,,,,,,,,,,,
13724.2485,3.808931836,3603.17514,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.03894633,0.03333068,0.018647389,,,,,,,,,,,
17132.15742,3.997807615,4285.38816,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.048617209,0.03333068,0.019572068,,,,,,,,,,,
22194.91128,4.642733335,4780.56991,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.062984165,0.03333068,0.022729432,,,,,,,,,,,
24808.87292,4.859970755,5104.73708,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.070402,0.03333068,0.023792961,,,,,,,,,,,
29111.68846,5.112160829,5694.59558,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.082612423,0.03333068,0.025027608,,,,,,,,,,,
32540.2598,5.46968513,5949.20165,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.092341937,0.03333068,0.02677794,,,,,,,,,,,
35925.43311,5.908067129,6080.7422,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.101948297,0.03333068,0.028924127,,,,,,,,,,,
38183.99606,6.153260548,6205.48988,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.108357591,0.03333068,0.03012452,,,,,,,,,,,
42156.28899,6.361984345,6626.2799,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.0002,0.000374,0.534759358,,0.119630065,0.03333068,0.031146369,,,,,,,,,,,
46541.82079,6.296280746,7391.9545,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.1518865,0.044079824,0.030824704,,,,,,,,,,,
3202.12048,0.587449563,5450.8858,0.23mm,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.010449932,0.044079824,0.002875977,,,,,,,,,,,
6007.22645,0.867777576,6922.54169,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.019604231,0.044079824,0.004248379,,,,,,,,,,,
9027.9024,1.094808251,8246.10373,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.02946203,0.044079824,0.005359853,,,,,,,,,,,
13224.23929,1.437581242,9198.95092,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.043156529,0.044079824,0.007037967,,,,,,,,,,,
16507.98945,1.683218894,9807.39315,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.053872855,0.044079824,0.008240535,,,,,,,,,,,
21386.29433,2.042152871,10472.42576,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.069792916,0.044079824,0.009997769,,,,,,,,,,,
23905.02272,2.046220174,11682.52714,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.078012638,0.044079824,0.010017681,,,,,,,,,,,
28051.07577,2.349172027,11940.83509,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.091543039,0.044079824,0.011500842,,,,,,,,,,,
32140.18642,2.576427273,12474.7113,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.104887612,0.044079824,0.012613416,,,,,,,,,,,
35483.73997,2.606197222,13615.13997,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.115799102,0.044079824,0.012759161,,,,,,,,,,,
38183.99606,2.630534382,14515.68028,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.12461123,0.044079824,0.012878308,,,,,,,,,,,
42156.28899,2.779900015,15164.67814,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.137574574,0.044079824,0.013609558,,,,,,,,,,,
48859.6227,3.01733275,16192.98458,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00023,0.000384,0.598958333,,0.159450511,0.044079824,0.014771957,,,,,,,,,,,
3579.24387,1.157687192,3091.71933,0.27mm,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.01371207,0.060745164,0.00566769,,,,,,,,,,,
6082.00297,1.450622349,4192.68528,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.023300131,0.060745164,0.007101812,,,,,,,,,,,
9245.88198,1.811235689,5104.73708,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.03542094,0.060745164,0.008867267,,,,,,,,,,,
12278.20703,1.935802199,6342.69712,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.047037766,0.060745164,0.009477108,,,,,,,,,,,
15531.5507,2.147600198,7232.04939,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.059501313,0.060745164,0.010514007,,,,,,,,,,,
19388.2362,2.35119965,8246.10373,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.074276261,0.060745164,0.011510769,,,,,,,,,,,
23320.82509,2.82810232,8246.10373,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.089341995,0.060745164,0.013845542,,,,,,,,,,,
26720.38934,2.78475568,9595.2365,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.102365713,0.060745164,0.01363333,,,,,,,,,,,
30588.47976,3.258367846,9387.66929,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.117184353,0.060745164,0.015951993,,,,,,,,,,,
35047.47733,3.420640037,10245.88292,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.134266756,0.060745164,0.016746429,,,,,,,,,,,
38183.99606,3.414604285,11182.55378,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.146282748,0.060745164,0.01671688,,,,,,,,,,,
42681.04043,3.497054459,12204.85438,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.163510908,0.060745164,0.017120531,,,,,,,,,,,
45404.41876,3.639716998,12474.7113,,26.7,1472,6.45,1465.55,882.45,0.000391,180250,0.017588,0.11,4.4,0.025,401,0.08632,4645.505097,0.00027,0.0004,0.675,,0.173944161,0.060745164,0.017818964,,,,,,,,,,,
6383.65,3.107079409,2054.55,Pastuszko__dp=0.05,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.008427414,0.00424048,0.040190712,,,,,,,,,,,
10718.27,4.667605855,2296.31,h=0.5,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.014149789,0.00424048,0.060376443,,,,,,,,,,,
13734.6,6.072473892,2261.78,FC-72,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.018131815,0.00424048,0.0785487,,,,,,,,,,,
22552.71,9.821282841,2296.31,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.029773097,0.00424048,0.127040316,,,,,,,,,,,
33426.14,15.48825852,2158.16,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.044127721,0.00424048,0.200343814,,,,,,,,,,,
47524.53,23.93616121,1985.47,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.062739796,0.00424048,0.309619175,,,,,,,,,,,
49542.03,25.3619484,1953.4,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.065403211,0.00424048,0.328062026,,,,,,,,,,,
66179.16,33.87895976,1953.4,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.0005,0.1,,0.087366819,0.00424048,0.438231322,,,,,,,,,,,
4224.72,6.910250748,611.37,0.1,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.0005,0.2,,0.011154579,0.01696192,0.089385517,,,,,,,,,,,
16195.53,10.52375321,1538.95,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.0005,0.2,,0.042761254,0.01696192,0.136126915,,,,,,,,,,,
48522.8,18.61143394,2607.15,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.0005,0.2,,0.128115337,0.01696192,0.240742731,,,,,,,,,,,
78152.96,31.21698076,2503.54,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.0005,0.2,,0.206348208,0.01696192,0.403798075,,,,,,,,,,,
4879.21,2.190697904,2227.24,0.2,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.025765275,0.067847679,0.028337129,,,,,,,,,,,
11874.62,3.641516146,3260.9,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.062705406,0.067847679,0.047103761,,,,,,,,,,,
21220.69,6.871517805,3088.21,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.11205849,0.067847679,0.088884498,,,,,,,,,,,
31405.25,9.733957153,3226.36,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.165839325,0.067847679,0.12591074,,,,,,,,,,,
47524.53,12.81876076,3707.42,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.250959186,0.067847679,0.16581331,,,,,,,,,,,
66179.16,17.36511818,3811.04,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.349467277,0.067847679,0.22462138,,,,,,,,,,,
83058.61,24.70475157,3362.05,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.43860131,0.067847679,0.319561049,,,,,,,,,,,
102250.37,35.49140053,2880.99,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.0005,0.4,,0.539945784,0.067847679,0.459088575,,,,,,,,,,,
7538.64,3.141191618,2399.93,0.3,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.059713088,0.152657278,0.040631961,,,,,,,,,,,
16195.53,5.426365342,2984.6,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.128283763,0.152657278,0.070191153,,,,,,,,,,,
27763.8,8.698395591,3191.83,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.219915294,0.152657278,0.112515538,,,,,,,,,,,
38661.83,11.85618388,3260.9,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.306237896,0.152657278,0.15336218,,,,,,,,,,,
47524.53,18.72459891,2538.08,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.376438779,0.152657278,0.242206543,,,,,,,,,,,
54968.51,47.32544985,1161.5,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.435402071,0.152657278,0.61216444,,,,,,,,,,,
53837.63,56.41701597,954.28,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.426444442,0.152657278,0.729765721,,,,,,,,,,,
56123.14,86.89003112,645.91,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.0005,0.6,,0.444547821,0.152657278,1.123940447,,,,,,,,,,,
4584.65,7.229484673,634.16,dp0.05,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.006052453,0.00424048,0.093514873,,,,,,,,,,,
7523.82,7.7247405,973.99,h=1mm,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.009932617,0.00424048,0.099921109,,,,,,,,,,,
10449.58,17.32156414,603.27,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.013795076,0.00424048,0.224058,,,,,,,,,,,
15641.78,34.68167003,451.01,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.020649591,0.00424048,0.448614544,,,,,,,,,,,
20209.78,56.3999107,358.33,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.026680064,0.00424048,0.72954446,,,,,,,,,,,
