q(W/M2K),del.T,hexp,R-11,,den.l,den.v,den.diff,cp,meu,hfg,surf.tension,pgiven(Mpa),pcrtical,p_reduced,kmaterial,k_liquid,Ks/kl,dp,Pp,dp/Lp,,Re_Boiling,Bo,Re-K,,,,,,,,,,,
32518.78,83.54858435,389.22,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.042929865,0.00424048,1.080718145,,,,,,,,,,,
46063.26,109.6457118,420.11,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.00005,0.001,0.05,,0.060810692,0.00424048,1.418289864,,,,,,,,,,,
14801.96,8.068265934,1834.59,0.1mm,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.001,0.1,,0.039081794,0.01696192,0.104364682,,,,,,,,,,,
18433.87,9.564757403,1927.27,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.001,0.1,,0.048671171,0.01696192,0.123722107,,,,,,,,,,,
29661.24,15.64097913,1896.38,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.001,0.1,,0.078314932,0.01696192,0.202319286,,,,,,,,,,,
53296.17,34.88266017,1527.87,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0001,0.001,0.1,,0.140718524,0.01696192,0.451214393,,,,,,,,,,,
7523.82,7.053559208,1066.67,0.2mm,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.039730466,0.067847679,0.091239241,,,,,,,,,,,
9369.91,7.497007569,1249.82,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.049478974,0.067847679,0.096975337,,,,,,,,,,,
17126.18,10.77355393,1589.65,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.090436921,0.067847679,0.139358139,,,,,,,,,,,
30211.92,17.65725707,1711.02,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.159537798,0.067847679,0.228400257,,,,,,,,,,,
42795.56,27.45487439,1558.76,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.225987272,0.067847679,0.355134454,,,,,,,,,,,
51371,42.14433971,1218.93,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.271270949,0.067847679,0.545145714,,,,,,,,,,,
52324.73,75.18461096,695.95,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.276307238,0.067847679,0.972528427,,,,,,,,,,,
65163.5,102.7556137,634.16,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0002,0.001,0.2,,0.344103959,0.067847679,1.329165026,,,,,,,,,,,
7795.53,2.249577962,3465.33,0.3mm,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.061747897,0.152657278,0.029098754,,,,,,,,,,,
12559.98,3.560983355,3527.11,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.099486803,0.152657278,0.046062053,,,,,,,,,,,
22956.94,6.183720855,3712.48,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.181840461,0.152657278,0.079987703,,,,,,,,,,,
34363.81,9.256294983,3712.48,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.272193553,0.152657278,0.119732082,,,,,,,,,,,
52324.73,13.01869277,4019.2,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.414460858,0.152657278,0.168399472,,,,,,,,,,,
71441.31,23.30175282,3065.92,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.565882072,0.152657278,0.301412972,,,,,,,,,,,
74118.63,24.92857287,2973.24,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.587088953,0.152657278,0.322456224,,,,,,,,,,,
95764.11,44.67588977,2143.53,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.758541423,0.152657278,0.577891835,,,,,,,,,,,
94018.6,53.97443037,1741.91,,56,1621,13.01,1607.99,1096,0.000447,84730,0.00948,0.101,1.83,0.055191257,401,0.0583,6878.216123,0.0003,0.001,0.3,,0.744715349,0.152657278,0.698170373,,,,,,,,,,,
30654.51,3.652320461,8393.16,Water,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.002417256,0.00040625,0.006822305,,,,,,,,,,,
60857.39,6.369353576,9554.72,0.05,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.0047989,0.00040625,0.011897552,,,,,,,,,,,
137845.13,11.44391247,12045.28,0.5mm_height,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.010869755,0.00040625,0.021376508,,,,,,,,,,,
206739.29,15.14978657,13646.35,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.016302393,0.00040625,0.028298848,,,,,,,,,,,
283727.03,19.73222026,14378.87,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.022373249,0.00040625,0.036858546,,,,,,,,,,,
352423.78,24.26263703,14525.37,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.02779032,0.00040625,0.045321079,,,,,,,,,,,
413026.96,29.32209748,14085.86,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.032569174,0.00040625,0.054771833,,,,,,,,,,,
498305.68,35.74810321,13939.36,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.039293814,0.00040625,0.066775207,,,,,,,,,,,
602930.05,48.33370075,12474.32,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.0005,0.1,,0.047543952,0.00040625,0.090284311,,,,,,,,,,,
38748.09,4.783626229,8100.15,0.1mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.006110949,0.001625002,0.008935513,,,,,,,,,,,
77439.37,7.863677213,9847.73,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.012212938,0.001625002,0.014688854,,,,,,,,,,,
88296.61,8.120535259,10873.25,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.01392523,0.001625002,0.015168649,,,,,,,,,,,
140608.79,11.01317112,12767.33,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.022175367,0.001625002,0.020571911,,,,,,,,,,,
154427.11,11.82412632,13060.34,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.02435465,0.001625002,0.022086724,,,,,,,,,,,
223123.86,14.77551434,15100.92,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.035188792,0.001625002,0.027599731,,,,,,,,,,,
294781.68,18.11482737,16272.95,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.046489924,0.001625002,0.033837358,,,,,,,,,,,
355187.45,21.06817087,16858.96,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.056016498,0.001625002,0.039354017,,,,,,,,,,,
429608.93,24.85012321,17288,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.0005,0.2,,0.067753486,0.001625002,0.046418466,,,,,,,,,,,
25127.18,2.892780132,8686.17,0.2mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.007925599,0.006500007,0.005403531,,,,,,,,,,,
63621.05,6.971650332,9125.68,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.02006731,0.006500007,0.013022604,,,,,,,,,,,
140608.79,12.27032025,11459.26,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.044350734,0.006500007,0.022920186,,,,,,,,,,,
209502.95,15.51890947,13499.85,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.066081285,0.006500007,0.028988346,,,,,,,,,,,
278199.71,18.78723669,14807.91,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.087749573,0.006500007,0.035093376,,,,,,,,,,,
344330.2,21.74702402,15833.44,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.108608409,0.006500007,0.040622072,,,,,,,,,,,
415790.62,24.87907944,16712.46,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.131148409,0.006500007,0.046472555,,,,,,,,,,,
501069.35,28.50060093,17581.01,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.158046971,0.006500007,0.053237329,,,,,,,,,,,
597402.73,33.42296417,17874.02,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.188432383,0.006500007,0.062431994,,,,,,,,,,,
721175.32,40.68114022,17727.51,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.0005,0.4,,0.227472654,0.006500007,0.07598981,,,,,,,,,,,
25127.18,2.310917159,10873.25,0.3mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.011888398,0.014625017,0.004316648,,,,,,,,,,,
41511.75,2.978024099,13939.36,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.019640414,0.014625017,0.005562762,,,,,,,,,,,
47039.08,3.085051766,15247.42,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.022255554,0.014625017,0.005762683,,,,,,,,,,,
71912.04,4.541782455,15833.44,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.034023674,0.014625017,0.008483764,,,,,,,,,,,
80005.62,4.916479188,16272.95,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.037852981,0.014625017,0.009183674,,,,,,,,,,,
159954.43,10.19666882,15686.93,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.075679084,0.014625017,0.019046736,,,,,,,,,,,
234178.51,12.68570582,18460.03,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.110796652,0.014625017,0.0236961,,,,,,,,,,,
327748.23,14.92094384,21965.65,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.155067202,0.014625017,0.027871384,,,,,,,,,,,
401972.31,17.16348017,23420.21,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.19018477,0.014625017,0.032060301,,,,,,,,,,,
509360.33,20.12145432,25314.29,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.240993159,0.014625017,0.03758561,,,,,,,,,,,
613787.3,23.30263836,26339.82,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.29040059,0.014625017,0.043527862,,,,,,,,,,,
759669.2,30.89060614,24592.24,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.0005,0.6,,0.359421552,0.014625017,0.057701708,,,,,,,,,,,
72632.58,6.693099616,10851.86,dp_0.05_1mmheight,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.00572743,0.00040625,0.012502289,,,,,,,,,,,
111391.82,9.006096945,12368.49,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.008783784,0.00040625,0.016822822,,,,,,,,,,,
172596.73,12.59769456,13700.66,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.013610087,0.00040625,0.023531701,,,,,,,,,,,
237156.91,16.28663855,14561.44,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.01870097,0.00040625,0.030422416,,,,,,,,,,,
303221.18,22.28746469,13605.01,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.023910457,0.00040625,0.041631582,,,,,,,,,,,
351699.17,42.95551889,8187.52,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.00005,0.001,0.05,,0.027733181,0.00040625,0.080238206,,,,,,,,,,,
66269.12,5.439014842,12184.03,0.1mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.001,0.1,,0.010451282,0.001625002,0.010159737,,,,,,,,,,,
132333.39,12.64014943,10469.29,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.001,0.1,,0.020870256,0.001625002,0.023611004,,,,,,,,,,,
206496.61,16.94813703,12184.03,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.001,0.1,,0.032566514,0.001625002,0.031658053,,,,,,,,,,,
274296.37,22.69089349,12088.39,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0001,0.001,0.1,,0.043259192,0.001625002,0.042385161,,,,,,,,,,,
30749.45,1.243218275,24733.75,0.2mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.009698972,0.006500007,0.002322254,,,,,,,,,,,
67888.91,3.878063256,17505.88,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.021413476,0.006500007,0.007243978,,,,,,,,,,,
148415.58,9.342080648,15886.78,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.046813146,0.006500007,0.017450419,,,,,,,,,,,
224314.29,13.02717587,17218.95,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.070753068,0.006500007,0.024333945,,,,,,,,,,,
298477.51,17.05012887,17505.88,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.094145583,0.006500007,0.031848568,,,,,,,,,,,
369401.15,21.8079238,16938.85,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.116516272,0.006500007,0.040735829,,,,,,,,,,,
424242.6,26.23038252,16173.71,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.133814327,0.006500007,0.048996704,,,,,,,,,,,
503265.18,31.48867193,15982.42,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0002,0.001,0.2,,0.158739578,0.006500007,0.058818858,,,,,,,,,,,
43592.06,2.602888658,16747.57,0.3mm,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.020624669,0.014625017,0.004862032,,,,,,,,,,,
77491.94,4.426623512,17505.88,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.036663686,0.014625017,0.008268654,,,,,,,,,,,
106532.46,9.488444547,11227.6,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.0504036,0.014625017,0.017723817,,,,,,,,,,,
174216.52,16.95041355,10278.01,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.082426893,0.014625017,0.031662306,,,,,,,,,,,
240396.49,20.87766413,11514.53,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.113738558,0.014625017,0.038998163,,,,,,,,,,,
300097.3,24.2630507,12368.49,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.141984745,0.014625017,0.045321852,,,,,,,,,,,
380623.98,30.77368216,12368.49,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.180084255,0.014625017,0.057483302,,,,,,,,,,,
438705,35.746005,12272.84,,100,958,0.59766,957.40234,4215,0.000281,2256500,0.058917,0.101,22.12,0.004566004,401,0.6772,592.1441229,0.0003,0.001,0.3,,0.207564072,0.014625017,0.066771288,,,,,,,,,,,
120000,16.94072319,7083.52286,mehdi_data,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.124975196,0.008565713,0.093820178,4.4,,,,,,,,,,
108700,16.37329675,6638.85848,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.113206699,0.008565713,0.090677688,R-123,,,,,,,,,,
100000,15.74226933,6352.3243,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.104145997,0.008565713,0.087182967,,,,,,,,,,,
89500,15.12758105,5916.34576,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.093210667,0.008565713,0.083778734,,,,,,,,,,,
79700,14.57653865,5467.69037,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.08300436,0.008565713,0.080726982,,,,,,,,,,,
71000,14.06551121,5047.808,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.073943658,0.008565713,0.077896838,,,,,,,,,,,
59000,13.47443891,4378.66099,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.061446138,0.008565713,0.074623394,,,,,,,,,,,
51200,13.17524189,3886.07666,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.05332275,0.008565713,0.072966397,,,,,,,,,,,
40000,12.42690772,3218.82168,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.041658399,0.008565713,0.068822014,,,,,,,,,,,
29700,11.62043777,2555.84175,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.030931361,0.008565713,0.064355667,,,,,,,,,,,
25000,10.84306735,2305.62065,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.026036499,0.008565713,0.060050477,,,,,,,,,,,
19700,9.801177054,2009.96267,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.020516761,0.008565713,0.054280338,,,,,,,,,,,
14400,8.709286783,1653.40749,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.014997024,0.008565713,0.048233291,,,,,,,,,,,
12000,8.1510723,1472.19894,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.01249752,0.008565713,0.045141819,,,,,,,,,,,
9900,7.560134686,1309.50048,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.010310454,0.008565713,0.041869121,,,,,,,,,,,
8000,6.95738155,1149.85788,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.00833168,0.008565713,0.038530986,,,,,,,,,,,
6000,6.03553615,994.11218,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.00624876,0.008565713,0.033425673,,,,,,,,,,,
3850,4.895052366,786.50844,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.00075,0.133333333,,0.004009621,0.008565713,0.027109509,,,,,,,,,,,
122000,19.08256857,6393.26931,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.0015,0.066666667,,0.127058116,0.008565713,0.105682028,2,,,,,,,,,,
110000,18.14149626,6063.44694,,,1515.4,2.6951,1512.7049,995.26,0.0005343,179710,0.01766,39761,3662000.006,0.010857728,398,0.082365,4832.149578,0.0001,0.0015,0.066666667,,0.114560597,0.008565713,0.100470233,,,,,,,,,,,
